rougher	deficit	deficit
has	experiences	experiences
have	remain	remain
had	blade	effective
has	divides	divides
liked	translated	translated
like	themes	themes
likes	dreams	dreams
like	coverage	threat
liked	guinea	guinea
likes	sara	sara
provided	switch	switch
provide	determines	determines
provides	carries	carries
provide	interfaces	manual
provided	combines	maintained
provides	gets	gets
continued	republic	republic
continue	guinea	guinea
continues	goes	goes
continue	pressure	pressure
continued	amusement	amusement
continues	disappeared	securities
promoted	breakthrough	breakthrough
promote	promotion	records
promotes	seek	dry
promote	regulated	regulated
promoted	maintained	maintained
promotes	securities	securities
changed	dying	dying
change	generates	generates
changes	begins	begins
change	tornado	vocabulary
changed	locomotives	locomotives
changes	securities	securities
found	dying	dying
find	crushed	disappeared
finds	discovers	discovers
find	caesar	caesar
found	burke	burke
finds	disappeared	disappeared
proved	buyer	buyer
prove	repeated	repeated
proves	demonstrates	demonstrates
prove	couldn	couldn
proved	repair	repair
proves	demonstrates	demonstrates
eliminated	comeback	comeback
eliminate	repeated	repeated
eliminates	colors	colors
eliminate	!	!
eliminated	!	!
eliminates	top	1862
preserved	comeback	comeback
preserve	1866	1866
preserves	grazing	wilderness
preserve	!	!
preserved	!	!
preserves	distributions	recognized
kept	happy	happy
keep	repeated	repeated
keeps	letting	letting
keep	talking	talking
kept	prospects	prospects
keeps	recognizing	recognized
sought	urging	urging
seek	device	device
seeks	immigration	declaring
seek	ballet	ballet
sought	wished	curator
seeks	expressing	expressing
moved	railroad	railroad
move	headquarters	headquarters
moves	circuits	circuits
move	nodes	travelled
moved	feed	feed
moves	graphics	graphics
believed	1795	dialect
believe	hope	hope
believes	demonstrates	demonstrates
believe	thinks	slaves
believed	avoided	avoided
believes	relate	relate
returned	russian	russian
return	resume	resume
returns	exactly	ashton
return	parade	parade
returned	feed	feed
returns	josh	mi
worked	academic	traced
work	engaged	engaged
works	chorus	pioneered
work	publisher	publisher
worked	archaeologists	archaeologists
works	excellence	celebrities
developed	cam	cam
develop	ios	ios
develops	ashton	ashton
develop	counterpart	counterpart
developed	pursuit	pursuit
develops	graphics	graphics
reached	topped	topped
reach	horizon	turbo
reaches	begins	shining
reach	occurrence	occurrence
reached	foundations	foundations
reaches	parallels	parallels
extended	reopened	reopened
extend	concurrent	concurrent
extends	parallels	parallels
extend	occurrence	occurrence
extended	depicting	depicting
extends	concurrent	concurrent
raised	ivan	deborah
raise	question	question
raises	disabled	disabled
raise	!	!
raised	!	!
raises	question	question
built	marketing	marketing
build	rebuilt	750
builds	delaware	namesake
build	processing	processing
built	modernization	modernization
builds	rebuilt	rebuilt
promoted	builds	builds
promote	motto	motto
promotes	partnered	partnered
promote	strengthen	strengthen
promoted	enthusiasm	enthusiasm
promotes	segment	segment
paid	unemployment	unemployment
pay	applicants	applicants
pays	unemployment	unemployment
pay	don	mineral
paid	securities	securities
pays	custody	custody
celebrated	anthem	anthem
celebrate	choral	choral
celebrates	celebrating	celebrating
celebrate	!	!
celebrated	!	!
celebrates	celebrating	celebrating
developed	fuselage	fuselage
develop	applied	applied
develops	chat	chat
develop	guiding	guiding
developed	duchy	duchy
develops	ios	ios
took	forcing	forcing
take	mating	cheltenham
takes	boyfriend	boyfriend
take	assuming	assuming
took	majesty	majesty
takes	takes	takes
avoided	removing	removing
avoid	shoulder	factors
avoids	accident	accident
avoid	!	!
avoided	!	!
avoids	dont	dont
knew	oh	oh
know	imagine	imagine
knows	oh	oh
know	homer	homer
knew	remained	remained
knows	demonstrates	demonstrates
brought	rebuilt	rebuilt
bring	confront	confront
brings	explores	explores
bring	bring	matter
brought	stratford	stratford
brings	brings	brings
discussed	1795	clive
discuss	matter	matter
discusses	recurring	recurring
discuss	intentions	meetings
discussed	museum	museum
discusses	norms	generates
sold	marrying	marrying
sell	twenty-five	selling
sells	submit	submit
sell	pounds	pounds
sold	remained	remained
sells	cleaning	cleaning
followed	1200	1200
follow	continuous	continuous
follows	cambodia	cambodia
follow	boards	boards
followed	east-west	monmouth
follows	generates	generates
met	ton	ton
meet	1960	1960
meets	!	!
meet	enters	enters
met	joins	canals
meets	!	!
needed	necessity	necessity
need	adequate	adequate
needs	!	!
need	efficient	communications
needed	poor	parishes
needs	!	!
studied	alain	alain
study	bachelor	bachelor
studies	!	!
study	investigations	investigations
studied	electrical	electrical
studies	!	!
ended	funk	funk
end	obligations	obligations
ends	!	!
end	gains	gains
ended	canals	canals
ends	!	!
changed	vogue	vogue
change	chinese	chinese
changes	!	!
change	communications	communications
changed	static	static
changes	!	!
increased	sudden	deficit
increase	reduce	reduce
increases	increasing	increasing
increase	decrease	decrease
increased	modifications	modifications
increases	reduce	reduce
seemed	mentor	mentor
seem	devoted	devoted
seems	novels	novels
seem	modifications	december
seemed	modifications	modifications
seems	maintaining	essence
provided	distribute	distribute
provide	devoted	devoted
provides	integrate	integrate
provide	sundays	sundays
provided	modifications	modifications
provides	equipped	equipped
determined	affect	affect
determine	refuse	refuse
determines	affect	affect
determine	infinite	infinite
determined	scenario	scenario
determines	filters	filters
felt	portray	portray
feel	tell	tell
feels	homosexual	homosexual
feel	madame	feeling
felt	tortured	tortured
feels	tell	tell
earned	thoroughbred	thoroughbred
earn	steal	steal
earns	mature	mature
earn	!	!
earned	!	!
earns	visibility	caring
helped	owns	owns
help	enables	enables
helps	distress	distress
help	steal	steal
helped	malaysia	malaysia
helps	helps	helps
lived	comedian	comedian
live	themselves	themselves
lives	delays	delays
live	residing	residing
lived	theatrical	theatrical
lives	line	line
became	finnish	finnish
become	break	break
becomes	long-time	long-time
become	1.3	1.3
became	quickly	quickly
becomes	constitutes	kane
had	exchanges	exchanges
have	themselves	themselves
has	mine	mine
have	hinduism	hinduism
had	discovering	starting
has	experiencing	forecast
looked	clip	seen
look	relationships	relationships
looks	confronts	confronts
look	long-term	long-term
looked	long-term	long-term
looks	shining	shining
lived	deluxe	cartoonist
live	cousins	cousins
lives	jasper	jasper
live	broadcasters	broadcasters
lived	long-term	long-term
lives	learns	learns
protected	eddie	eddie
protect	reserved	reserved
protects	drains	drains
protect	violated	violated
protected	gujarat	gujarat
protects	shining	shining
returned	serie	serie
return	captured	captured
returns	returns	returns
return	appear	appear
returned	drove	drove
returns	learns	learns
sought	substitute	substitute
seek	terrorists	terrorists
seeks	awakening	awakening
seek	batch	long-term
sought	undertook	undertook
seeks	roadway	roadway
allowed	harmful	harmful
allow	wants	spot
allows	spaces	spaces
allow	promotes	promotes
allowed	eligible	eligible
allows	faces	faces
extended	advocated	advocated
extend	spot	spot
extends	stretching	stretching
extend	ranges	ranges
extended	transverse	transverse
extends	faces	faces
seemed	suggest	suggest
seem	feast	feast
seems	faces	faces
seem	someone	someone
seemed	seeing	seeing
seems	faces	faces
needed	blamed	blamed
need	addressed	addressed
needs	sigma	sigma
need	thermal	thermal
needed	depended	tissue
needs	addressed	addressed
said	harmful	harmful
say	savage	addressed
says	breathing	breathing
say	discovers	discovers
said	discovers	attack
says	dee	dee
got	part-time	part-time
get	kyle	poison
gets	loved	loved
get	maybe	mean
got	divorced	damascus
gets	joke	joke
asked	abbas	interviewed
ask	mistake	mistake
asks	watches	watches
ask	steele	steele
asked	arrives	elder
asks	cop	cop
studied	part-time	part-time
study	sympathetic	sympathetic
studies	subject	politics
study	university	university
studied	doctorate	study
studies	dynasty	dynasty
preserved	baja	baja
preserve	testament	testament
preserves	identify	politics
preserve	!	!
preserved	!	!
preserves	puts	puts
saw	part-time	part-time
see	release	release
sees	puts	puts
see	unite	unite
saw	unite	unite
sees	cop	comedic
left	coached	coached
leave	pulp	pulp
leaves	females	females
leave	submerged	phillips
left	supposed	phillips
leaves	leads	drops
eliminated	bayern	bayern
eliminate	shame	shame
eliminates	correlation	correlation
eliminate	!	!
eliminated	!	!
eliminates	cerebral	cerebral
decided	rank	rank
decide	twin	twin
decides	possesses	possesses
decide	discover	discover
decided	rank	asked
decides	recognizes	recognizes
preserved	overthrow	overthrow
preserve	cliffs	cliffs
preserves	interactions	interactions
preserve	!	!
preserved	!	!
preserves	tissue	tissue
led	cowboys	cowboys
lead	twin	twin
leads	40	40
lead	tanks	tanks
led	rank	1805
leads	emphasis	emphasis
extended	garcia	memories
extend	named	named
extends	alignment	alignment
extend	ruined	ruined
extended	won	won
extends	102	loops
came	resulted	resulted
come	penal	penal
comes	chance	researcher
come	ruined	ruined
came	reynolds	reynolds
comes	102	102
received	canceled	canceled
receive	objections	objections
receives	difficulties	difficulties
receive	per	counted
received	albania	albania
receives	favourable	favourable
started	totally	memories
start	figure	figure
starts	stay	tonight
start	victories	victories
started	dragged	revolution
starts	rotation	rotation
recognized	grand	memories
recognize	figure	figure
recognizes	difficulties	difficulties
recognize	promising	promising
recognized	ideology	ideology
recognizes	changing	figure
increased	heated	heated
increase	turbine	turbine
increases	decrease	control
increase	torque	torque
increased	doubled	doubled
increases	diabetes	diabetes
proved	suppressed	suppressed
prove	customer	customer
proves	colleague	colleague
prove	alan	alan
proved	letting	really
proves	accountability	accountability
raised	elaborate	elaborate
raise	muslim	muslim
raises	control	control
raise	!	!
raised	!	!
raises	accountability	accountability
determined	beating	beating
determine	prove	prove
determines	tests	loop
determine	choose	choose
determined	guaranteed	guaranteed
determines	accountability	accountability
became	algerian	algerian
become	recognise	recognise
becomes	mob	mob
become	sum	sum
became	accidentally	accidentally
becomes	accountability	accountability
resolved	enforced	enforced
resolve	investigations	happiness
resolves	!	!
resolve	arising	arising
resolved	semifinals	semifinals
resolves	!	!
won	semi-finals	semi-finals
win	council	council
wins	!	!
win	councillor	councillor
won	playoff	playoff
wins	!	!
joined	varsity	varsity
join	enlisted	enlisted
joins	!	!
join	inevitable	roadway
joined	trapped	harsh
joins	!	!
saw	pub	pub
see	happiness	happiness
sees	!	!
see	balance	famine
saw	semifinals	semifinals
sees	!	!
developed	eagles	eagles
develop	enhanced	enhanced
develops	!	!
develop	developmental	developmental
developed	integrated	integrated
develops	!	!
tried	drunk	barrett
try	succeed	succeed
tries	roadway	roadway
try	deny	deny
tried	substitute	substitute
tries	pair	pair
looked	strange	gloria
look	wheeler	wheeler
looks	unhappy	unhappy
look	examples	examples
looked	rectangular	rectangular
looks	pair	pair
determined	uncertain	occurred
determine	genetic	genetic
determines	systematic	systematic
determine	magnetic	magnetic
determined	structure	structure
determines	begins	desired
took	justified	justified
take	genetic	genetic
takes	decides	magical
take	unused	unused
took	1902	1902
takes	begins	pa
said	gloria	gloria
say	genetic	genetic
says	meanings	meanings
say	'm	'm
said	co-authored	co-authored
says	me	me
lived	appearing	appearing
live	employ	1903
lives	display	display
live	shelley	shelley
lived	escort	escort
lives	eccentric	eccentric
paid	capita	cent
pay	treasury	treasury
pays	satisfy	satisfy
pay	alcoholic	homeland
paid	minute	minute
pays	pays	pays
raised	homestead	seller
raise	raising	treasury
raises	short-term	short-term
raise	!	!
raised	!	!
raises	treasury	treasury
was	appeal	appeal
be	analytical	analytical
is	interpreted	interpreted
be	moment	moment
was	scots	minute
is	physicist	physicist
found	least	least
find	crushed	crushed
finds	asks	asks
find	afterward	afterward
found	filmed	filmed
finds	suggests	suggests
produced	commenced	heard
produce	meter	repeat
produces	!	!
produce	container	container
produced	exported	exported
produces	!	!
opened	heard	heard
open	couldn	couldn
opens	!	!
open	container	container
opened	vintage	vintage
opens	!	!
remained	legally	inner
remain	virtue	virtue
remains	!	!
remain	uncovered	uncovered
remained	1800	1800
remains	!	!
ensured	inner	inner
ensure	failure	failure
ensures	!	!
ensure	sell	sell
ensured	shareholder	shareholder
ensures	!	!
said	religious	religious
say	whenever	logic
says	!	!
say	200000	paying
said	paying	paying
says	!	!
won	feat	feat
win	undefeated	undefeated
wins	streak	streak
win	undefeated	bruins
won	victories	fifa
wins	participates	participates
joined	freely	freely
join	plymouth	plymouth
joins	freely	presley
join	neighbours	neighbours
joined	census-designated	near
joins	shoots	shoots
remained	covered	covered
remain	bring	bring
remains	consultation	consultation
remain	maintenance	maintenance
remained	here	here
remains	death	death
showed	terrace	terrace
show	hurdles	hurdles
shows	oxygen	presley
show	neighbours	neighbours
showed	rue	rue
shows	spinal	spinal
reduced	vacant	vacant
reduce	survivors	survivors
reduces	oxygen	oxygen
reduce	pumps	pumps
reduced	liquid	liquid
reduces	decreasing	decreasing
won	accidentally	accidentally
win	two-time	two-time
wins	!	!
win	108	108
won	treatise	inscription
wins	!	!
paid	treatise	treatise
pay	paying	paying
pays	!	!
pay	regulate	regulate
paid	commune	communications
pays	!	!
gave	copied	copied
give	review	ban
gives	!	!
give	conservation	conservation
gave	surroundings	surroundings
gives	!	!
saved	monster	monster
save	sam	sam
saves	!	!
save	108	108
saved	tornado	tornado
saves	!	!
changed	darker	darker
change	businessman	businessman
changes	!	!
change	regulate	regulate
changed	communications	communications
changes	!	!
stayed	surrender	surrender
stay	decreasing	decreasing
stays	want	want
stay	affection	affection
stayed	birthday	birthday
stays	expresses	expresses
joined	uc	uc
join	johnston	johnston
joins	tip	tip
join	centred	promised
joined	fleeing	hunt
joins	pipes	pipes
created	publishers	publishers
create	preserve	province
creates	classical	classical
create	packaging	packaging
created	necessarily	necessarily
creates	smithsonian	smithsonian
ran	visit	visit
run	decreasing	decreasing
runs	stopping	ministers
run	village	village
ran	diamond	diamond
runs	quincy	quincy
found	ships	ships
find	churches	churches
finds	ships	ships
find	dies	dies
found	confronts	confronts
finds	marker	marker
proved	armour	armour
prove	facebook	facebook
proves	1940s	1940s
prove	proud	proud
proved	proud	proud
proves	desire	desire
produced	flour	flour
produce	dead	dead
produces	1940s	1940s
produce	generators	generators
produced	banana	banana
produces	directed	directed
eliminated	armour	armour
eliminate	successive	successive
eliminates	connections	connections
eliminate	!	!
eliminated	!	!
eliminates	201516	201516
studied	aging	aging
study	mba	observing
studies	studies	aging
study	study	study
studied	doctorate	turks
studies	astronomy	astronomy
accommodated	stepping	stepping
accommodate	!	!
accommodates	mechanisms	dancers
accommodate	!	!
accommodated	!	!
accommodates	!	!
happened	fail	criticism
happen	fit	fit
happens	!	!
happen	accurately	accurately
happened	submerged	submerged
happens	!	!
accommodated	airport	airport
accommodate	!	!
accommodates	!	!
accommodate	dangerous	dangerous
accommodated	north-eastern	north-eastern
accommodates	!	!
worked	institution	editors
work	specializes	specializes
works	!	!
work	cell	cell
worked	cumberland	enforced
works	!	!
reduced	prices	prices
reduce	damage	damage
reduces	!	!
reduce	cell	cell
reduced	tumors	submerged
reduces	!	!
turned	prices	prices
turn	fit	fit
turns	!	!
turn	roadway	roadway
turned	roadway	roadway
turns	!	!
raised	thursday	thursday
raise	spreading	spreading
raises	supervised	supervised
raise	!	!
raised	!	!
raises	inflation	inflation
returned	spike	spike
return	wish	wish
returns	populations	populations
return	loves	loves
returned	spike	sara
returns	wish	wish
told	dont	im
tell	realize	realize
tells	omar	omar
tell	loves	loves
told	monroe	monroe
tells	didn	didn
saved	lifted	lifted
save	recreational	recreational
saves	comparison	comparison
save	marrying	furious
saved	sara	sara
saves	safe	broncos
followed	parallels	allow
follow	moreover	moreover
follows	scattering	comparison
follow	loves	loves
followed	monroe	monroe
follows	analyses	analyses
produced	flour	hawaiian
produce	kenny	unlike
produces	radioactive	radioactive
produce	banned	banned
produced	heavier	heavier
produces	tears	tears
proved	ware	ware
prove	repeat	repeat
proves	prosecution	thinking
prove	wouldn	wouldn
proved	sioux	sioux
proves	charts	submerged
met	boards	boards
meet	depressed	depressed
meets	vacation	northwest
meet	segments	segments
met	liaison	liaison
meets	stranded	stranded
used	boards	boards
use	net	net
uses	loses	loses
use	segments	segments
used	efforts	efforts
uses	asks	asks
became	motorcycles	motorcycles
become	viewing	viewing
becomes	killing	killing
become	depressed	depressed
became	po	po
becomes	whip	whip
proved	successors	appears
prove	subjective	encourages
proves	knew	signs
prove	drums	drums
proved	drums	drums
proves	pools	pools
brought	resembled	resembled
bring	renovated	renovated
brings	resurrection	named
bring	1100	1100
brought	1100	1100
brings	tries	tries
determined	appears	appears
determine	subjective	subjective
determines	varies	varies
determine	violation	re-signed
determined	re-signed	re-signed
determines	subjective	subjective
decided	creature	creature
decide	encourages	encourages
decides	molly	claudia
decide	refuses	fried
decided	deed	deed
decides	love	love
followed	carefully	carefully
follow	discovers	discovers
follows	content	roger
follow	convinced	123
followed	corps	corps
follows	madame	madame
resolved	debate	underwent
resolve	accept	accept
resolves	automated	automated
resolve	!	!
resolved	!	!
resolves	optimal	mountainous
won	scored	scored
win	unanimous	unanimous
wins	interceptions	interceptions
win	relegation	relegation
won	scoring	scoring
wins	two-time	two-time
bought	twenty-five	twenty-five
buy	restaurant	restaurant
buys	customers	customers
buy	!	!
bought	!	!
buys	restaurant	restaurant
studied	cycle	marine
study	bachelor	ji
studies	studies	studies
study	study	study
studied	study	two-year
studies	graduated	graduated
liked	cycle	cycle
like	accept	accept
likes	currents	currents
like	premiership	premiership
liked	qualifying	quarter-finals
likes	recalls	recalls
eliminated	economic	economic
eliminate	organize	organize
eliminates	oxidation	oxidation
eliminate	!	!
eliminated	!	!
eliminates	consistency	consistency
led	trinidad	trinidad
lead	organize	organize
leads	falcon	falcon
lead	communicate	communicate
led	wasn	nineteenth
leads	upstream	upstream
ended	scarborough	scarborough
end	finale	finale
ends	northwest	northwest
end	surrender	surrender
ended	entered	entered
ends	lengths	lengths
saved	behind	107
save	helps	ordinance
saves	tries	tries
save	royals	royals
saved	royals	royals
saves	purchases	purchases
served	positioned	d.
serve	ordinance	ordinance
serves	strain	strain
serve	serving	pioneered
served	samoa	samoa
serves	biological	biological
lived	tour	tour
live	james	james
lives	beach	beach
live	restore	restore
lived	dancing	dancing
lives	headquartered	headquartered
went	journey	journey
go	heinrich	heinrich
goes	goes	matthews
go	suffer	phrases
went	rotterdam	rotterdam
goes	insists	insists
decided	whether	stephens
decide	bohemia	insists
decides	stephens	stephens
decide	anyone	anyone
decided	raped	raped
decides	insists	insists
understood	camera	camera
understand	doctrine	doctrine
understands	discover	discover
understand	!	!
understood	!	!
understands	doctrine	attributed
served	kentucky	kentucky
serve	replace	replace
serves	stephens	stephens
serve	coordinating	advisors
served	part-time	part-time
serves	serves	serves
stayed	pre-season	pre-season
stay	ideals	ideals
stays	pray	pray
stay	delicate	delicate
stayed	abundance	abundance
stays	maggie	expeditions
helped	disability	disability
help	pierce	pierce
helps	looked	inadequate
help	obtain	obtain
helped	malaysia	malaysia
helps	refuses	refuses
seemed	possibilities	possibilities
seem	verse	verse
seems	nazis	nazis
seem	relatively	relatively
seemed	studios	supplemented
seems	axis	axis
kept	pressures	pressures
keep	shelf	shelf
keeps	stairs	delegation
keep	alive	alive
kept	compromise	compromise
keeps	allies	allies
said	fame	fame
say	alive	alive
says	weekday	weekday
say	pigs	pigs
said	pigs	abundance
says	graph	graph
allowed	2011	2011
allow	pad	pad
allows	metacritic	streams
allow	enabled	enabled
allowed	enabled	enabled
allows	vegetable	vegetable
came	loves	loves
come	railroads	railroads
comes	metacritic	promising
come	come	come
came	meaning	meaning
comes	sanders	sanders
remained	visible	visible
remain	wheel	aa
remains	presently	presently
remain	basically	basically
remained	105	105
remains	circles	circles
took	agreed	agreed
take	head	head
takes	metacritic	metacritic
take	necessary	necessary
took	evenings	wounds
takes	asked	asked
avoided	blocking	escorted
avoid	bathroom	bathroom
avoids	blocking	blocking
avoid	!	!
avoided	!	!
avoids	circles	circles
earned	aggregate	aggregate
earn	convenience	convenience
earns	senior	senior
earn	!	!
earned	!	!
earns	earn	earn
remained	ahmed	ahmed
remain	whose	albeit
remains	fold	fold
remain	here	treatment
remained	remembered	remembered
remains	comprising	comprising
studied	prof.	checked
study	polytechnic	polytechnic
studies	mandarin	mandarin
study	treatment	einstein
studied	nutrition	writing
studies	beside	beside
promoted	forum	forum
promote	choir	choir
promotes	databases	pedro
promote	treatment	treatment
promoted	idol	idol
promotes	jose	jose
took	bonus	bonus
take	picking	picking
takes	informal	informal
take	leaves	leaves
took	maid	maid
takes	stretches	stretches
increased	differing	differing
increase	turbine	turbine
increases	decrease	wisdom
increase	greater	greater
increased	achieve	required
increases	earnings	earnings
included	tutor	typical
include	changing	changing
includes	dog	dog
include	covers	covers
included	training	training
includes	altered	altered
saved	improve	improve
save	robin	robin
saves	monster	monster
save	god	god
saved	comedian	comedian
saves	chooses	chooses
ran	flotilla	flotilla
run	holidays	holidays
runs	steals	steals
run	destination	trains
ran	102	102
runs	runs	runs
said	tutor	tutor
say	definitely	definitely
says	maid	wisdom
say	god	god
said	god	god
says	dies	dies
joined	sometime	sometime
join	bordered	bordered
joins	under-19	under-19
join	census-designated	census-designated
joined	ranger	ranger
joins	toured	toured
built	stunt	stunt
build	granite	granite
builds	stunt	problems
build	promote	promote
built	floating	sensor
builds	constructed	larvae
studied	prof.	prof.
study	doctorate	doctorate
studies	studies	ph.d.
study	literature	literature
studied	accountability	accountability
studies	doctorate	doctorate
happened	accept	limitations
happen	perennial	perennial
happens	admits	admits
happen	spherical	spherical
happened	unaware	messages
happens	perennial	perennial
found	notice	notice
find	specimens	specimens
finds	searched	searched
find	mint	mint
found	unaware	unaware
finds	endemic	larvae
was	root	root
be	tragedy	tragedy
is	handles	handles
be	taipei	taipei
was	lowest	access
is	passionate	farewell
celebrated	edinburgh	edinburgh
celebrate	culminated	culminated
celebrates	benny	benny
celebrate	!	!
celebrated	!	!
celebrates	all-star	all-star
learned	doyle	doyle
learn	honest	honest
learns	encouraging	encouraging
learn	witnessed	negotiate
learned	genoa	genoa
learns	strange	strange
kept	transparent	transparent
keep	creation	creation
keeps	alive	alive
keep	qualities	qualities
kept	depend	o
keeps	retrieve	retrieve
found	arrow	arrow
find	syndrome	investigating
finds	finds	finds
find	negotiate	negotiate
found	jeremy	jeremy
finds	advice	strange
earned	knee	knee
earn	undefeated	undefeated
earns	mature	mature
earn	!	!
earned	!	!
earns	tournament	tournament
became	hansen	hansen
become	guy	guy
becomes	tommy	ned
become	1867	1867
became	nucleus	nucleus
becomes	ashley	ashley
liked	refers	refers
like	wouldn	wouldn
likes	catherine	catherine
like	against	against
liked	comprise	comprise
likes	goldberg	goldberg
sought	preparations	preparations
seek	intent	providers
seeks	ned	ned
seek	expect	expect
sought	negotiated	negotiated
seeks	manage	manage
avoided	turret	turret
avoid	spoke	spoke
avoids	turret	turret
avoid	!	!
avoided	!	!
avoids	gary	gary
produced	electronic	electronic
produce	correct	correct
produces	fruits	fruits
produce	cement	cement
produced	wheat	30000
produces	neurons	neurons
prevented	prevented	prevented
prevent	kids	kids
prevents	prevented	prevented
prevent	pollution	controlled
prevented	cables	cables
prevents	warn	warn
asked	allegiance	allegiance
ask	carefully	carefully
asks	asking	asking
ask	sanders	sanders
asked	invites	sanders
asks	recognise	recognise
determined	suppression	suppression
determine	desired	desired
determines	reduces	singapore
determine	regard	regard
determined	lebanese	lebanese
determines	desired	desired
took	bern	bern
take	part-time	part-time
takes	singapore	singapore
take	consisting	consisting
took	consisting	consisting
takes	invitation	invitation
resolved	validity	validity
resolve	differences	differences
resolves	imminent	imminent
resolve	!	!
resolved	!	!
resolves	altitude	database
provided	organised	organised
provide	dover	incorrect
provides	aquarium	farmland
provide	overcome	overcome
provided	hosting	hosting
provides	location	location
began	lasted	lasted
begin	begin	begin
begins	becomes	becomes
begin	richards	richards
began	elisabeth	elisabeth
begins	begin	begin
went	insists	insists
go	dover	dover
goes	gallagher	insists
go	suffer	suffer
went	suffer	suffer
goes	consumption	melissa
served	apology	apology
serve	dover	dover
serves	canyon	lounge
serve	strongest	strongest
served	serving	serving
serves	serves	serves
did	nintendo	nintendo
do	doesn	doesn
does	!	!
do	educate	educate
did	purposes	purposes
does	!	!
lived	nintendo	nintendo
live	coral	coral
lives	!	!
live	impacts	railroads
lived	improve	residential
lives	!	!
prevented	eliminated	eliminated
prevent	diplomacy	diplomacy
prevents	!	!
prevent	interact	interact
prevented	severely	severely
prevents	!	!
became	roses	roses
become	becomes	illegally
becomes	!	!
become	educate	consumption
became	likelihood	omaha
becomes	!	!
ended	christmas	christmas
end	obligations	obligations
ends	!	!
end	save	save
ended	valves	valves
ends	!	!
left	withdrawn	withdrawn
leave	upper	upper
leaves	infinite	infinite
leave	pseudonym	pseudonym
left	mentions	mentions
leaves	unchanged	unchanged
considered	commenting	captain
consider	substances	diverse
considers	symmetry	symmetry
consider	congo	congo
considered	institutions	institutions
considers	convenient	convenient
saw	withdrawn	withdrawn
see	volunteered	volunteered
sees	algebra	algebra
see	badge	badge
saw	madison	madison
sees	icons	icons
saved	movie	movie
save	wendy	wendy
saves	asks	asks
save	committing	committing
saved	immense	immense
saves	puts	puts
said	disagreed	disagreed
say	acquitted	acquitted
says	hears	hears
say	pseudonym	pseudonym
said	pseudonym	pseudonym
says	miranda	miranda
proved	migration	migration
prove	flavor	flavor
proves	cone	cone
prove	mccoy	mccoy
proved	granddaughter	granddaughter
proves	tunes	tunes
sent	migration	migration
send	intentionally	intentionally
sends	terry	critique
send	systematic	systematic
sent	poets	poets
sends	requests	requests
created	tract	tract
create	superhero	superhero
creates	cone	ward
create	sanctioned	sanctioned
created	pink	pink
creates	en	en
met	jonathan	jonathan
meet	wimbledon	wimbledon
meets	irene	irene
meet	wwf	wwf
met	granddaughter	granddaughter
meets	wimbledon	trio
showed	jonathan	jonathan
show	flavor	flavor
shows	simpsons	trio
show	incorporate	incorporate
showed	list	granddaughter
shows	alto	alto
made	elephant	beacon
make	debut	debut
makes	reject	beacon
make	mansfield	mansfield
made	suffer	suffer
makes	reject	reject
protected	jonathan	jonathan
protect	falls	falls
protects	comply	comply
protect	worms	worms
protected	removing	removing
protects	protection	protection
included	jonathan	jonathan
include	buttons	mutual
includes	heroic	heroic
include	64	64
included	felix	felix
includes	forum	forum
decided	defeated	defeated
decide	estates	handicap
decides	convinces	convinces
decide	trauma	trauma
decided	refuses	alive
decides	reject	convinces
ended	railway	railway
end	copa	copa
ends	trailer	trailer
end	cr	cr
ended	suffer	suffer
ends	peggy	peggy
extended	overlap	overlap
extend	immediate	immediate
extends	!	!
extend	norwich	norwich
extended	dorsal	dorsal
extends	!	!
went	enjoys	hub
go	defeats	defeats
goes	!	!
go	suffer	consumption
went	extends	extends
goes	!	!
liked	resembled	resembled
like	teenage	teenage
likes	!	!
like	dexter	dexter
liked	earn	earn
likes	!	!
served	bombay	bombay
serve	1863	1863
serves	!	!
serve	christchurch	christchurch
served	serving	serving
serves	!	!
changed	transition	transition
change	affected	affected
changes	!	!
change	compensate	compensate
changed	communications	communications
changes	!	!
returned	ecuador	ecuador
return	promise	promise
returns	announce	announce
return	asleep	asleep
returned	leaving	interceptions
returns	ever	ever
learned	buddhist	buddhist
learn	wrong	wrong
learns	approaches	approaches
learn	discuss	discuss
learned	appointed	appointed
learns	ever	question
thought	intelligence	intelligence
think	niche	niche
thinks	sexuality	sexuality
think	upwards	upwards
thought	bring	bring
thinks	plenty	plenty
became	fall	fall
become	tyler	tyler
becomes	approaches	approaches
become	unstable	revive
became	lasts	lasts
becomes	grouping	grouping
understood	couldn	couldn
understand	consultation	consultation
understands	doesn	doesn
understand	!	!
understood	!	!
understands	underlying	spherical
sent	!	!
send	housed	housed
sends	!	!
send	convex	convex
sent	casey	casey
sends	requests	requests
needed	!	!
need	ensure	situation
needs	!	!
need	maintenance	maintenance
needed	complexity	complexity
needs	efficiency	flexibility
preserved	!	!
preserve	reconstructed	reconstructed
preserves	!	!
preserve	salary	salary
preserved	!	!
preserves	chancel	chancel
developed	!	!
develop	roadway	roadway
develops	!	!
develop	constructing	constructing
developed	specializes	specializes
develops	design	design
served	!	!
serve	housed	housed
serves	!	!
serve	residential	residential
served	served	served
serves	serves	serves
protected	conflicts	conflicts
protect	ecosystems	ecosystems
protects	!	!
protect	transfers	transfers
protected	recovery	recovery
protects	!	!
required	matter	matter
require	exam	exam
requires	!	!
require	environments	environments
required	banned	banned
requires	!	!
